# Явні версифікаційні override'и — ADR-028.
# Єдиний легальний спосіб відхилитись від .vrs-схеми. Кожен рядок ревʼюється людиною
# і перевіряється O2 (Strong's) на білді: хибний override з overlap=0 = CONFLICT, білд падає.
#
# org_* = "-"  → «оригіналу немає» (второканон / вірш, відсутній у масоретському тексті).
#
# Формат (TAB-розділювач):
# translation	book	ch	vs	org_book	org_ch	org_vs	reason
#
# ── NASB Неемія 7:68 — вірш без масоретського оригіналу ─────────────────────────
# KJV/NASB «their horses, seven hundred thirty and six...» відсутній у BHS Неем 7
# (масоретський = 72 вірші, KJV/NASB = 73; паралель збережена в Езд 2:66).
# Оригіналу в івриті немає → «Оригінал» має бути порожній, а не показувати чужий вірш.
# ── RST Псалом 114 = єврейський Псалом 116:1-9 ──────────────────────────────────
# Синодальний Пс 114 = єврейський Пс 116:1-9 (rso.json: PSA 114:0-8 → PSA 116:0-8).
# Глава випала з авто-мапінгу лише через конвенцію нумерації надписання (rso рахує
# його як вірш 0, наш модуль — як вірш 1), тому verse-count не збігся і O3 відкинув
# схему. Мапінг сам по собі — з довідника, не здогад. O2 підтвердить кожен рядок.
RST	PSA	114	1	PSA	116	1	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	2	PSA	116	2	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	3	PSA	116	3	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	4	PSA	116	4	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	5	PSA	116	5	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	6	PSA	116	6	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	7	PSA	116	7	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	8	PSA	116	8	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
RST	PSA	114	9	PSA	116	9	Synodal Пс114=Heb Пс116:1-9 (rso.json PSA 114→116)
#
# ── UBIO (Огієнко) Псалом 114 = єврейський 116:1-9 ──────────────────────────────
# UBIO синодальний (russian_numbering=true), Пс 114 = 9 віршів = Synodal 114 =
# Heb 116:1-9 (той самий rso.json PSA 114→116, що RST O2-довів). БЕЗ Strong's, тож
# O2 не перевірить — але мапінг документальний, не здогад. ⚠️ UBIO PSA 141 та JER 5
# (теж NONE) — НЕ додано: без Strong's їх треба вивести з тексту/структури проти
# RST-proxy, а не вгадати. Додати після звірки build-звіту (див. ADR-029).
UBIO	PSA	114	1	PSA	116	1	Synodal Пс114=Heb 116:1-9 (rso PSA 114→116); UBIO без Strong's, мапінг документальний
UBIO	PSA	114	2	PSA	116	2	Synodal Пс114=Heb 116:1-9
UBIO	PSA	114	3	PSA	116	3	Synodal Пс114=Heb 116:1-9
UBIO	PSA	114	4	PSA	116	4	Synodal Пс114=Heb 116:1-9
UBIO	PSA	114	5	PSA	116	5	Synodal Пс114=Heb 116:1-9
UBIO	PSA	114	6	PSA	116	6	Synodal Пс114=Heb 116:1-9
UBIO	PSA	114	7	PSA	116	7	Synodal Пс114=Heb 116:1-9
UBIO	PSA	114	8	PSA	116	8	Synodal Пс114=Heb 116:1-9
UBIO	PSA	114	9	PSA	116	9	Synodal Пс114=Heb 116:1-9
#
# ── UBIO Псалом 141 = єврейський 142 (синодальний зсув) ─────────────────────────
# UBIO 141:1 = надписання («Псалом навчальний... коли в печері») = Heb 142:1 (теж
# надписання). Обидва 8 віршів → чистий 141:N → 142:N. rso: PSA 141→142. Документально.
UBIO	PSA	141	1	PSA	142	1	Synodal Пс141=Heb 142 (надписання↔надписання); rso PSA 141→142
UBIO	PSA	141	2	PSA	142	2	Synodal Пс141=Heb 142
UBIO	PSA	141	3	PSA	142	3	Synodal Пс141=Heb 142
UBIO	PSA	141	4	PSA	142	4	Synodal Пс141=Heb 142
UBIO	PSA	141	5	PSA	142	5	Synodal Пс141=Heb 142
UBIO	PSA	141	6	PSA	142	6	Synodal Пс141=Heb 142
UBIO	PSA	141	7	PSA	142	7	Synodal Пс141=Heb 142
UBIO	PSA	141	8	PSA	142	8	Synodal Пс141=Heb 142
#
# ── UBIO PSA 86:1 та 89:2-6 — синодальні dropped-range вірші rso ────────────────
# rso нерівні діапазони (89:2-6→90:1-6) без Strong's empirical не розвʼязав. ⚠️ RST-
# proxy тут ХИБНИЙ: RST ділить Пс 89 інакше (89:2=Heb 90:1, зсув −1), а UBIO
# ОБʼЄДНУЄ надписання+перший рядок у 89:1=Heb 90:1, тож 89:2=«Перше ніж гори»=Heb
# 90:2. Виведено ПОСЛІВНО з тексту UBIO проти івриту (identity 89:N→90:N), НЕ з RST.
UBIO	PSA	86	1	PSA	87	1	UBIO 86:1=«Синів Кореєвих...Основа»=Heb 87:1 (rso dropped-range; виведено з тексту)
UBIO	PSA	89	2	PSA	90	2	UBIO 89:1 обʼєднує надпис+90:1, тож 89:N→90:N identity (НЕ RST −1; послівно з тексту)
UBIO	PSA	89	3	PSA	90	3	identity 89:N→90:N (послівно: «Ти людину вертаєш»=Heb 90:3)
UBIO	PSA	89	4	PSA	90	4	identity 89:N→90:N (послівно: «тисяча літ»=Heb 90:4)
UBIO	PSA	89	5	PSA	90	5	identity 89:N→90:N (послівно: «Пустив течію»=Heb 90:5)
UBIO	PSA	89	6	PSA	90	6	identity 89:N→90:N (послівно: «уранці розцвітає»=Heb 90:6)
#
# ── UBIO JER 5 — ВІДОМИЙ GAP, свідомо НЕ мапимо ────────────────────────────────
# UBIO JER 5 = 30 віршів, іврит/rso/eng = 31 (НЕ синодальний зсув — ідіосинкразія
# модуля Огієнка: десь злиті 2 вірші). Без Strong's O2 не перевірить, точку злиття
# вгадувати = ризик тихо хибного мапінгу. «Оригінал» тут порожній (чесно), доки
# хтось з укр+іврит не пінне точку вручну. НЕ додавати наосліп.

# ═══════════════════════════════════════════════════════════════════════════════
# ПІДПИСАНО ІВАНОМ 2026-08-26 — підписний лист версифікації (18 кейсів).
# Джерело кандидатів: scripts/audit_versification.py (незалежний Strong's-оракул).
# Формулювання причин — Іванові, де він їх дав.
# ═══════════════════════════════════════════════════════════════════════════════
#
# ── ВИПРАВЛЕННЯ ЦІЛІ ──────────────────────────────────────────────────────────
# 2Кор 13:13 — KJV/ASV ділять грец. 13:12 надвоє. Іван: «All the saints salute you є в 12».
ASV	2CO	13	13	2CO	13	12	KJV/ASV ділять грец. 13:12 надвоє; «усі святі» — в кінці грец. 13:12 (підпис Івана)
KJV	2CO	13	13	2CO	13	12	KJV/ASV ділять грец. 13:12 надвоє; «усі святі» — в кінці грец. 13:12 (підпис Івана)
# 2Кор 13:14 — у грец. 2Кор 13 лише 13 віршів; 13:14 = благословення = грец. 13:13.
ASV	2CO	13	14	2CO	13	13	грец. 2Кор 13 має 13 віршів; 13:14 = благословення = грец. 13:13 (підпис Івана)
KJV	2CO	13	14	2CO	13	13	грец. 2Кор 13 має 13 віршів; 13:14 = благословення = грец. 13:13 (підпис Івана)
NASB	2CO	13	14	2CO	13	13	грец. 2Кор 13 має 13 віршів; 13:14 = благословення = грец. 13:13 (підпис Івана)
# Дії 19:41 — у грец. Дії 19 лише 40 віршів; 19:41 = хвіст грец. 19:40.
ASV	ACT	19	41	ACT	19	40	грец. Дії 19 має 40 віршів; 19:41 = хвіст грец. 19:40 (підпис Івана)
KJV	ACT	19	41	ACT	19	40	грец. Дії 19 має 40 віршів; 19:41 = хвіст грец. 19:40 (підпис Івана)
NASB	ACT	19	41	ACT	19	40	грец. Дії 19 має 40 віршів; 19:41 = хвіст грец. 19:40 (підпис Івана)
# Флп 1:16↔1:17 — Textus Receptus міняє два вірші місцями. Чистий обмін.
KJV	PHP	1	16	PHP	1	17	TR міняє 16↔17: «із заздрощів… тягар кайданам» = грец. 1:17 (підпис Івана)
RST	PHP	1	16	PHP	1	17	TR міняє 16↔17: «із заздрощів… тягар кайданам» = грец. 1:17 (підпис Івана)
KJV	PHP	1	17	PHP	1	16	TR міняє 16↔17: «а ті з любові… захист Євангелія» = грец. 1:16 (підпис Івана)
RST	PHP	1	17	PHP	1	16	TR міняє 16↔17: «а ті з любові… захист Євангелія» = грец. 1:16 (підпис Івана)
#
# Есф 1:7 — Іван відхилив «лишаємо»: «який сенс лишати якщо RST EST 1:7 відповідає
# частині оригіналу EST 1:6». Переміряно: RST 1:7 дає 1.00 на євр. 1:6 і 0.12 на 1:7.
# RST ділить євр. 1:6 надвоє (тканини → 1:6, золоті ложа → 1:7). Хвіст глави НЕ зсунуто:
# RST 1:9→1:9 = 1.00, RST 1:10→1:10 = 0.94. RST 1:8 натомість ЗЛИВАЄ євр. 1:7+1:8 (0.50/0.56) → фіча.
RST	EST	1	7	EST	1	6	RST ділить євр. 1:6 надвоє; збіг 1.00 на 1:6 проти 0.12 на 1:7 (відхилення Івана, переміряно)
#
# Об 20:8 — Іван відхилив «лишаємо» і назвав ціль: «RST REV 20:8 відповідає частині
# оригіналу REV 20:9… думаю RST 20:8-9 відповідають 9 віршу оригіналу». Підтверджено:
# RST 20:8 → грец. 20:9 = 1.00, RST 20:9 → грец. 20:9 = 0.83. Обидва справді накривають грец. 20:9.
# ⚠️ НАСЛІДОК: після цього рядка грец. Об 20:8 не має жодного джерела в RST — він
#    доступний лише через RST 20:7, а це злиття (див. нижче). Закриється фічею «два оригінали».
RST	REV	20	8	REV	20	9	RST 20:8-9 обидва накривають грец. 20:9; збіг 1.00 проти 0.11 на 20:8 (відхилення Івана, переміряно)
#
# ── «ПОДИВИВСЯ, ЛИШАЄМО» — ціль та сама, рядок = підпис ────────────────────────
# Псалми: вірш перекладу накриває надписання І зміст. Іван: «треба показувати 2
# оригінали, але якщо обрати один — лишаємо змістову половину».
KJV	PSA	18	1	PSA	18	2	накриває надписання (18:1) + зміст (18:2); Іван: «треба зливати, але якщо обирати — лишаємо як є» → фіча «два оригінали»
KJV	PSA	59	1	PSA	59	2	накриває надписання (59:1) + зміст (59:2); Іван: «якщо обрати один — лишаємо 2» → фіча «два оригінали»
KJV	PSA	60	1	PSA	60	3	⚠️ накриває ТРИ вірші (60:1+60:2 надписання, 60:3 зміст); Іван: «вірогідно розширений текст, з якого робили переклад» → фіча
KJV	PSA	88	1	PSA	88	2	накриває надписання (88:1) + зміст (88:2); лишаємо змістову половину → фіча «два оригінали»
#
# Дії 13:39 — низький збіг НЕ через мапінг: грец. 13:39 це 6 слів («ἐν τούτῳ πᾶς ὁ
# πιστεύων δικαιοῦται»), майже всі службові, і в БД у них НУЛЬ глосів. Клаузу «від усього,
# від чого не могли виправдатись» KJV переносить із грец. 13:38 у свій 13:39.
# Ядро вірша — саме грец. 13:39, тому ціль правильна.
ASV	ACT	13	39	ACT	13	39	ядро = грец. 13:39 (6 слів, майже всі службові + нуль глосів); клауза «від усього» перенесена з 13:38 (підпис Івана)
KJV	ACT	13	39	ACT	13	39	ядро = грец. 13:39 (6 слів, майже всі службові + нуль глосів); клауза «від усього» перенесена з 13:38 (підпис Івана)
NASB	ACT	13	39	ACT	13	39	ядро = грец. 13:39 (6 слів, майже всі службові + нуль глосів); клауза «від усього» перенесена з 13:38 (підпис Івана)
RST	ACT	13	39	ACT	13	39	ядро = грец. 13:39 (6 слів, майже всі службові + нуль глосів); клауза «від усього» перенесена з 13:38 (підпис Івана)
#
ASV	MAT	6	28	MAT	6	28	НЕ версифікація: текст ASV 6:28 слово-в-слово = грец. 6:28; винен тег-дрейф модуля ASV (bug-047, 4.44%) (підпис Івана)
KJV	LUK	20	30	LUK	20	30	грец. 20:30 = два слова («і другий»); збіг із 20:28 хибний — там та сама левіратна формула (підпис Івана)
RST	LUK	20	30	LUK	20	30	грец. 20:30 = два слова («і другий»); збіг із 20:28 хибний — там та сама левіратна формула (підпис Івана)
KJV	JHN	16	16	JHN	16	16	TR додає клаузу «бо Я йду до Отця», яку критичний текст має в 16:17; ціль правильна (підпис Івана)
RST	JHN	16	16	JHN	16	16	TR додає клаузу «бо Я йду до Отця», яку критичний текст має в 16:17; ціль правильна (підпис Івана)

# ── ДОПОВНЕННЯ 2026-08-26: MAT 21:29 (рішення Івана — варіант Б) ──────────────
# Рукописний варіант, не версифікація: у грец. 21:29 перший син каже «іду, пане» і НЕ
# йде, у 21:30 другий каже «не хочу», потім розкаюється і йде. ASV/KJV/RST мають
# відповіді синів навпаки. Іван обрав вирівнювання ЗА СЛОВАМИ, не за позицією в притчі.
# ⚠️ НАСЛІДОК: грец. MAT 21:29 лишається без жодного джерела — на нього більше не
#   вказує жоден вірш перекладу (переклад 21:30 законно тримається за грец. 21:30,
#   бо саме там рамка «підійшов до другого»).
ASV	MAT	21	29	MAT	21	30	рукописний варіант: відповіді синів переставлені; вирівняно за словами (0.43→0.86), рішення Івана «варіант Б» 2026-08-26
KJV	MAT	21	29	MAT	21	30	рукописний варіант: відповіді синів переставлені; вирівняно за словами (0.43→0.86), рішення Івана «варіант Б» 2026-08-26
RST	MAT	21	29	MAT	21	30	рукописний варіант: відповіді синів переставлені; вирівняно за словами (0.43→0.86), рішення Івана «варіант Б» 2026-08-26

# ── A3 після білду 2026-08-26: RST-проксі знову хибний ───────────────────────
# Гейт підняв 5 розбіжностей UBIO↔RST рівно на тих віршах, які я щойно виправив у RST.
# Звірено ПОСЛІВНО з текстом UBIO проти оригіналу — переносити НЕ можна:
# у чотирьох із пʼяти UBIO (Огієнко) йде за КРИТИЧНИМ текстом, а RST/KJV/ASV — за TR.
# Це друге спрацювання RST-проксі поспіль (перше — Пс 89), обидва хибні.
UBIO	EST	1	7	EST	1	7	UBIO 1:7 «А напої подавали в золотому посуді» = євр. 1:7. RST ділить євр. 1:6 надвоє, UBIO — НІ. Інший поділ, не помилка
UBIO	MAT	21	29	MAT	21	29	UBIO 21:29 «Готовий, панотче — і не пішов» = грец. 21:29 ДОСЛІВНО. Огієнко за критичним текстом, RST/KJV/ASV за TR
UBIO	MAT	21	30	MAT	21	30	UBIO 21:30 «Я не хочу… потім покаявся і пішов» = грец. 21:30. Порядок синів як в оригіналі
UBIO	PHP	1	16	PHP	1	16	UBIO 1:16 «а інші з любови… на оборону Євангелії» = грец. 1:16. Огієнко без перестановки TR
UBIO	PHP	1	17	PHP	1	17	UBIO 1:17 «через підступ… тягару до кайданів» = грец. 1:17
UBIO	REV	20	7	REV	20	7	UBIO 20:7 «сатана буде випущений із в'язниці» = грец. 20:7 і ТІЛЬКИ він. Злиття 20:7+20:8 є в RST, в UBIO немає
UBIO	REV	20	8	REV	20	8	UBIO 20:8 «вийде зводити народи… Ґоґа й Маґоґа» = грец. 20:8. Нумерація 1:1 з оригіналом
